Date,1Week,1Month,2Month,3Month,6Month,12Month
2023-10-20,3.5,3.63,3.75,3.89,4.04,4.11
2023-10-23,3.5,3.64,3.76,3.9,4.05,4.12
2023-10-24,3.5,3.65,3.77,3.92,4.07,4.14
2023-10-25,3.5,3.65,3.77,3.92,4.07,4.13
2023-10-26,3.5,3.65,3.77,3.93,4.08,4.15
2023-10-27,3.5,3.66,3.78,3.93,4.08,4.16
2023-10-30,3.5,3.65,3.78,3.94,4.08,4.17
2023-10-31,3.5,3.65,3.78,3.95,4.08,4.17
2023-11-01,3.5,3.65,3.78,3.96,4.08,4.17
2023-11-02,3.5,3.65,3.79,3.95,4.08,4.16
2023-11-03,3.5,3.65,3.79,3.96,4.08,4.15
2023-11-06,3.5,3.66,3.79,3.97,4.08,4.14
2023-11-07,3.5,3.67,3.79,3.97,4.09,4.14
2023-11-08,3.5,3.66,3.79,3.97,4.09,4.13
2023-11-09,3.5,3.66,3.8,3.98,4.1,4.13
2023-11-10,3.5,3.67,3.81,3.98,4.1,4.13
2023-11-13,3.5,3.68,3.82,3.99,4.1,4.14
2023-11-14,3.5,3.69,3.82,4,4.11,4.15
2023-11-15,3.5,3.69,3.82,4,4.11,4.15
2023-11-16,3.5,3.69,3.82,3.99,4.1,4.12
2023-11-17,3.5,3.69,3.82,3.99,4.09,4.09
2023-11-20,3.5,3.69,3.82,3.99,4.08,4.08
2023-11-21,3.5,3.69,3.82,3.99,4.07,4.06
2023-11-22,3.5,3.69,3.82,3.99,4.06,4.05
2023-11-23,3.5,3.69,3.82,3.99,4.06,4.04
2023-11-24,3.5,3.69,3.82,4,4.06,4.04
2023-11-27,3.5,3.7,3.83,4.01,4.07,4.05
2023-11-28,3.5,3.69,3.83,4.01,4.06,4.04
2023-11-29,3.5,3.69,3.83,4,4.05,4.02
2023-11-30,3.5,3.69,3.82,3.99,4.03,4
2023-12-01,3.5,3.69,3.82,3.98,4.02,3.99
2023-12-04,3.5,3.68,3.81,3.97,4.01,3.97
2023-12-05,3.5,3.68,3.81,3.96,4,3.96
2023-12-06,3.5,3.67,3.8,3.95,3.98,3.93
2023-12-07,3.5,3.66,3.8,3.95,3.97,3.92
2023-12-08,3.5,3.67,3.8,3.95,3.96,3.92
2023-12-11,3.5,3.67,3.81,3.95,3.97,3.92
2023-12-12,3.5,3.67,3.81,3.96,3.96,3.92
2023-12-13,3.5,3.67,3.81,3.95,3.95,3.91
2023-12-14,3.5,3.67,3.8,3.94,3.95,3.9
2023-12-15,3.5,3.67,3.78,3.89,3.89,3.8
2023-12-18,3.5,3.66,3.77,3.88,3.87,3.77
2023-12-19,3.5,3.65,3.77,3.87,3.86,3.76
2023-12-20,3.5,3.65,3.77,3.88,3.86,3.76
2023-12-21,3.5,3.65,3.77,3.88,3.86,3.77
2023-12-22,3.5,3.65,3.77,3.88,3.87,3.76
2023-12-26,3.5,3.65,3.77,3.88,3.87,3.77
2023-12-27,3.5,3.65,3.77,3.89,3.87,3.76
2023-12-28,3.5,3.65,3.76,3.89,3.87,3.77
2023-12-29,3.5,3.65,3.76,3.88,3.86,3.74
2024-01-02,3.5,3.64,3.75,3.87,3.85,3.73
2024-01-03,3.5,3.64,3.75,3.85,3.84,3.72
2024-01-04,3.5,3.63,3.74,3.84,3.83,3.72
2024-01-05,3.5,3.61,3.71,3.81,3.8,3.7
2024-01-08,3.5,3.59,3.69,3.78,3.77,3.68
2024-01-09,3.5,3.58,3.67,3.76,3.74,3.66
2024-01-10,3.5,3.56,3.64,3.73,3.72,3.64
2024-01-11,3.5,3.55,3.62,3.7,3.7,3.63
2024-01-12,3.5,3.55,3.62,3.69,3.69,3.61
2024-01-15,3.5,3.55,3.62,3.68,3.67,3.59
2024-01-16,3.5,3.55,3.61,3.67,3.66,3.58
2024-01-17,3.5,3.55,3.6,3.66,3.65,3.57
2024-01-18,3.5,3.55,3.59,3.65,3.64,3.57
2024-01-19,3.5,3.55,3.59,3.65,3.64,3.57
2024-01-22,3.5,3.55,3.59,3.65,3.64,3.58
2024-01-23,3.5,3.56,3.59,3.66,3.64,3.58
2024-01-24,3.5,3.55,3.59,3.66,3.64,3.59
2024-01-25,3.5,3.55,3.6,3.66,3.64,3.6
2024-01-26,3.5,3.55,3.6,3.66,3.65,3.6
2024-01-29,3.5,3.55,3.6,3.66,3.65,3.6
2024-01-30,3.5,3.55,3.6,3.66,3.65,3.61
2024-01-31,3.5,3.56,3.6,3.66,3.65,3.61
2024-02-01,3.5,3.56,3.61,3.67,3.65,3.61
2024-02-02,3.5,3.57,3.61,3.67,3.65,3.62
2024-02-05,3.5,3.57,3.61,3.67,3.65,3.62
2024-02-06,3.5,3.57,3.61,3.67,3.66,3.63
2024-02-07,3.5,3.57,3.61,3.67,3.66,3.63
2024-02-08,3.5,3.57,3.61,3.67,3.67,3.63
2024-02-13,3.5,3.57,3.62,3.67,3.67,3.64
2024-02-14,3.5,3.58,3.62,3.67,3.69,3.66
2024-02-15,3.5,3.58,3.63,3.68,3.69,3.67
2024-02-16,3.5,3.58,3.64,3.68,3.69,3.68
2024-02-19,3.5,3.58,3.64,3.69,3.69,3.68
2024-02-20,3.5,3.59,3.64,3.7,3.69,3.68
2024-02-21,3.5,3.59,3.64,3.7,3.7,3.69
2024-02-22,3.5,3.59,3.64,3.7,3.7,3.69
2024-02-23,3.5,3.59,3.64,3.7,3.7,3.69
2024-02-26,3.5,3.59,3.64,3.71,3.7,3.7
2024-02-27,3.5,3.59,3.64,3.72,3.71,3.71
2024-02-28,3.5,3.58,3.64,3.72,3.72,3.71
2024-02-29,3.5,3.58,3.64,3.72,3.72,3.71
2024-03-04,3.5,3.58,3.64,3.72,3.72,3.71
2024-03-05,3.5,3.58,3.64,3.71,3.71,3.71
2024-03-06,3.5,3.57,3.63,3.71,3.71,3.7
2024-03-07,3.5,3.57,3.63,3.7,3.7,3.69
2024-03-08,3.5,3.57,3.63,3.7,3.69,3.68
2024-03-11,3.5,3.57,3.63,3.7,3.69,3.66
2024-03-12,3.5,3.56,3.63,3.69,3.68,3.66
2024-03-13,3.5,3.56,3.62,3.69,3.67,3.66
2024-03-14,3.5,3.56,3.62,3.68,3.67,3.65
2024-03-15,3.5,3.56,3.61,3.67,3.67,3.64
2024-03-18,3.5,3.55,3.61,3.66,3.66,3.64
2024-03-19,3.5,3.55,3.6,3.66,3.65,3.63
2024-03-20,3.5,3.55,3.6,3.65,3.65,3.63
2024-03-21,3.5,3.55,3.6,3.65,3.64,3.63
2024-03-22,3.5,3.55,3.6,3.65,3.64,3.62
2024-03-25,3.5,3.55,3.6,3.65,3.64,3.61
2024-03-26,3.5,3.55,3.6,3.65,3.64,3.61
2024-03-27,3.5,3.55,3.59,3.64,3.63,3.61
2024-03-28,3.5,3.55,3.59,3.64,3.64,3.61
2024-03-29,3.5,3.55,3.59,3.64,3.64,3.59
2024-04-01,3.5,3.55,3.59,3.63,3.64,3.58
2024-04-02,3.5,3.54,3.58,3.63,3.63,3.57
2024-04-03,3.5,3.53,3.57,3.61,3.61,3.56
2024-04-04,3.5,3.53,3.56,3.6,3.6,3.56
2024-04-05,3.5,3.53,3.56,3.59,3.59,3.55
2024-04-08,3.5,3.53,3.55,3.58,3.58,3.54
2024-04-09,3.5,3.53,3.55,3.57,3.58,3.54
2024-04-11,3.5,3.52,3.54,3.57,3.58,3.55
2024-04-12,3.5,3.52,3.54,3.57,3.58,3.57
2024-04-15,3.5,3.52,3.54,3.56,3.57,3.57
2024-04-16,3.5,3.51,3.53,3.55,3.57,3.57
2024-04-17,3.5,3.51,3.52,3.55,3.57,3.57
2024-04-18,3.5,3.51,3.52,3.55,3.57,3.58
2024-04-19,3.5,3.51,3.52,3.55,3.57,3.58
2024-04-22,3.5,3.51,3.52,3.55,3.58,3.61
2024-04-23,3.5,3.51,3.53,3.55,3.59,3.62
2024-04-24,3.5,3.51,3.54,3.56,3.6,3.63
2024-04-25,3.5,3.52,3.54,3.56,3.6,3.64
2024-04-26,3.5,3.53,3.55,3.57,3.6,3.66
2024-04-29,3.5,3.53,3.55,3.58,3.61,3.67
2024-04-30,3.5,3.53,3.55,3.58,3.62,3.68
2024-05-02,3.5,3.53,3.56,3.58,3.62,3.69
2024-05-03,3.5,3.53,3.55,3.58,3.62,3.69
2024-05-07,3.5,3.53,3.55,3.58,3.62,3.68
2024-05-08,3.5,3.53,3.55,3.58,3.62,3.65
2024-05-09,3.5,3.53,3.55,3.58,3.62,3.64
2024-05-10,3.5,3.53,3.55,3.58,3.62,3.64
2024-05-13,3.5,3.53,3.55,3.59,3.62,3.65
2024-05-14,3.5,3.53,3.56,3.59,3.62,3.65
2024-05-16,3.5,3.53,3.56,3.59,3.62,3.65
2024-05-17,3.5,3.53,3.56,3.59,3.62,3.62
2024-05-20,3.5,3.53,3.56,3.59,3.62,3.61
2024-05-21,3.5,3.53,3.56,3.59,3.62,3.62
2024-05-22,3.5,3.53,3.56,3.59,3.62,3.63
2024-05-23,3.5,3.53,3.56,3.59,3.62,3.63
2024-05-24,3.5,3.53,3.56,3.59,3.63,3.63
2024-05-27,3.5,3.53,3.56,3.59,3.63,3.63
2024-05-28,3.5,3.53,3.56,3.59,3.62,3.63
2024-05-29,3.5,3.53,3.56,3.59,3.61,3.62
2024-05-30,3.5,3.53,3.56,3.59,3.61,3.63
2024-05-31,3.5,3.53,3.56,3.6,3.61,3.64
2024-06-03,3.5,3.54,3.56,3.6,3.61,3.63
2024-06-04,3.5,3.54,3.56,3.6,3.61,3.62
2024-06-05,3.5,3.53,3.56,3.6,3.61,3.61
2024-06-07,3.5,3.53,3.56,3.59,3.61,3.6
2024-06-10,3.5,3.54,3.56,3.59,3.61,3.59
2024-06-11,3.5,3.54,3.56,3.59,3.61,3.59
2024-06-12,3.5,3.54,3.56,3.59,3.61,3.59
2024-06-13,3.5,3.54,3.56,3.59,3.61,3.58
2024-06-14,3.5,3.54,3.56,3.59,3.6,3.57
2024-06-17,3.5,3.53,3.56,3.59,3.59,3.56
2024-06-18,3.5,3.53,3.56,3.59,3.58,3.55
2024-06-19,3.5,3.53,3.56,3.59,3.58,3.54
2024-06-20,3.5,3.53,3.56,3.59,3.58,3.53
2024-06-21,3.5,3.53,3.56,3.59,3.58,3.52
2024-06-24,3.5,3.54,3.56,3.59,3.58,3.51
2024-06-25,3.5,3.54,3.56,3.59,3.58,3.51
2024-06-26,3.5,3.54,3.56,3.59,3.58,3.51
2024-06-27,3.5,3.54,3.56,3.59,3.58,3.51
2024-06-28,3.5,3.54,3.56,3.59,3.58,3.51
2024-07-01,3.5,3.54,3.56,3.59,3.58,3.5
2024-07-02,3.5,3.53,3.55,3.58,3.57,3.49
2024-07-03,3.5,3.52,3.53,3.55,3.54,3.46
2024-07-04,3.5,3.51,3.51,3.52,3.52,3.44
2024-07-05,3.5,3.5,3.49,3.5,3.49,3.39
2024-07-08,3.5,3.5,3.48,3.49,3.47,3.37
2024-07-09,3.5,3.49,3.47,3.47,3.44,3.34
2024-07-10,3.5,3.48,3.46,3.46,3.43,3.32
2024-07-11,3.5,3.48,3.45,3.46,3.43,3.32
2024-07-12,3.5,3.48,3.46,3.46,3.44,3.34
2024-07-15,3.5,3.48,3.47,3.47,3.44,3.34
2024-07-16,3.5,3.48,3.47,3.46,3.44,3.33
2024-07-17,3.5,3.48,3.46,3.46,3.44,3.33
2024-07-18,3.5,3.48,3.46,3.46,3.44,3.32
2024-07-19,3.5,3.48,3.46,3.46,3.44,3.34
2024-07-22,3.5,3.48,3.46,3.46,3.44,3.35
2024-07-23,3.5,3.48,3.46,3.46,3.45,3.35
2024-07-24,3.5,3.49,3.46,3.46,3.45,3.35
2024-07-25,3.5,3.49,3.46,3.45,3.44,3.34
2024-07-26,3.5,3.49,3.46,3.45,3.43,3.33
2024-07-29,3.5,3.49,3.46,3.45,3.43,3.32
2024-07-30,3.5,3.48,3.46,3.45,3.43,3.31
2024-07-31,3.5,3.48,3.46,3.45,3.43,3.31
2024-08-01,3.5,3.48,3.46,3.45,3.43,3.31
2024-08-02,3.5,3.48,3.46,3.45,3.43,3.3
2024-08-05,3.5,3.48,3.46,3.44,3.43,3.29
2024-08-06,3.5,3.48,3.45,3.43,3.4,3.26
2024-08-07,3.5,3.48,3.45,3.42,3.4,3.27
2024-08-08,3.5,3.48,3.45,3.42,3.4,3.28
2024-08-09,3.5,3.48,3.45,3.43,3.4,3.28
2024-08-12,3.5,3.48,3.45,3.43,3.4,3.28
2024-08-13,3.5,3.48,3.45,3.43,3.4,3.3
2024-08-14,3.5,3.48,3.45,3.44,3.4,3.29
2024-08-16,3.5,3.48,3.46,3.44,3.41,3.31
2024-08-19,3.5,3.48,3.46,3.45,3.42,3.33
2024-08-20,3.5,3.48,3.46,3.46,3.43,3.34
2024-08-21,3.5,3.48,3.46,3.46,3.43,3.34
2024-08-22,3.5,3.48,3.47,3.46,3.44,3.33
2024-08-23,3.5,3.48,3.47,3.46,3.44,3.33
2024-08-26,3.5,3.48,3.47,3.47,3.44,3.35
2024-08-27,3.5,3.48,3.47,3.47,3.45,3.35
2024-08-28,3.5,3.48,3.47,3.47,3.45,3.35
2024-08-29,3.5,3.49,3.48,3.48,3.45,3.36
2024-08-30,3.5,3.49,3.49,3.49,3.46,3.38
2024-09-02,3.5,3.49,3.49,3.49,3.46,3.38
2024-09-03,3.5,3.49,3.49,3.5,3.46,3.39
2024-09-04,3.5,3.49,3.49,3.5,3.46,3.37
2024-09-05,3.5,3.5,3.49,3.5,3.45,3.35
2024-09-06,3.5,3.5,3.49,3.5,3.44,3.34
2024-09-09,3.5,3.5,3.49,3.5,3.44,3.34
2024-09-10,3.5,3.5,3.49,3.49,3.43,3.31
2024-09-11,3.5,3.5,3.49,3.49,3.43,3.29
2024-09-12,3.5,3.49,3.49,3.49,3.43,3.29
2024-09-13,3.5,3.49,3.49,3.49,3.43,3.29
2024-09-19,3.5,3.49,3.49,3.49,3.42,3.27
2024-09-20,3.5,3.49,3.49,3.49,3.42,3.26
2024-09-23,3.5,3.49,3.49,3.49,3.42,3.27
2024-09-24,3.5,3.49,3.49,3.49,3.42,3.26
2024-09-25,3.5,3.49,3.49,3.49,3.42,3.25
2024-09-26,3.5,3.49,3.48,3.48,3.41,3.25
2024-09-27,3.5,3.49,3.48,3.48,3.41,3.25
2024-09-30,3.5,3.49,3.48,3.48,3.41,3.24
2024-10-02,3.5,3.49,3.48,3.48,3.41,3.23
2024-10-04,3.5,3.49,3.48,3.48,3.41,3.23
2024-10-07,3.5,3.49,3.48,3.48,3.42,3.24
2024-10-08,3.5,3.49,3.48,3.49,3.42,3.25
2024-10-10,3.5,3.49,3.48,3.48,3.42,3.25
2024-10-11,3.5,3.47,3.47,3.48,3.42,3.25
2024-10-14,3.25,3.36,3.41,3.45,3.4,3.24
2024-10-15,3.25,3.35,3.39,3.44,3.39,3.23
2024-10-16,3.25,3.34,3.38,3.43,3.38,3.23
2024-10-17,3.25,3.34,3.38,3.42,3.37,3.22
2024-10-18,3.25,3.33,3.37,3.41,3.36,3.21
